tweet_body,states_id,hand_topic_id
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/dgNOrhEvV1",16,8
"For #SummerSolstice let elected officials know: #SolarWorks #ClimateSolutionsWork #PutSolarOnIt https://t.co/9kiyAXn0Nd",16,8
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/12EUUgMRHT",16,8
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/5eh39iYegS",16,8
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/Jgitgoamht",16,8
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/TvD6P6zJ6C",16,8
"For #SummerSolstice let elected officials &amp; public know: #SolarWorks #ClimateSolutionsWork https://t.co/mu7otXRVIF",16,8
"For #SummerSolstice let elected officials (federal, state, local) know: #SolarWorks https://t.co/j3rlJQNNHW",16,8
"For #SummerSolstice let elected officials, candidates know: #SolarWorks #ClimateSolutionsWork https://t.co/yCLpKmV6L7",16,8
"For #SummerSolstice let elected officials &amp; public know: #SolarWorks #ClimateSolutionsWork https://t.co/nuJW3swXX1",16,8
"Thanks, @IndivisibleIowa, for asking US Reps to join bipartisan climate solutions caucus for https://t.co/t6GIgj9iDl",16,8
"Keep speaking up on the #SummerSolstice for climate action: #SolarWorks #ClimateSolutionsWork https://t.co/lexo9WzQqJ",16,8
"Join me tonight (Tuesday, June 20) from 4:30 to 6:30 p.m. at Dublin City Pub to kick off the #SummerOfCitizenship https://t.co/S04I6lrxQV",16,8
"Thanks, @mikecarberry, for being a solar power leader #SolarWorks #ClimateSolutionsWork https://t.co/UQARvECz8K",16,8
"Perfect for #SummerSolstice: Solarize Linn County.
Let people know: #SolarWorks #ClimateSolutionsWork #PutSolarOnIt

https://t.co/P7U6afIMpa",16,7
"Visit to Farmers Electric Coop in Kalona, Iowa, 2014 - on #SummerSolstice let people know #SolarWorks https://t.co/Xjedpol56z",16,8
"On the #SummerSolstice, an urgent reminder of the need to #ActOnClimate #SolarWorks https://t.co/SSV1Dk1MFn",16,8
"RT @IAStartingLine: Your occasional reminder that Donald Trump hates wind energy, one of Iowas best growing industries",16,8
"I just moved for Iowa legislative interim committee on proposed Medicaid cuts, ACA repeal, Iowa insurance market, but Repubs voted it down",16,8
"Action Alert: Call Senator Ernst (202-224-3254) and Senator Grassley (202-224-3744) to stop #Medicaid https://t.co/lnReNUIDLl",16,8
"Please call Senators Ernst (202-224-3254) &amp; Grassley (202-224-3744) to urge them to https://t.co/SVwAGWbKaW",16,8
"Please call Senator Ernst at 202-224-3254 and Senator Grassley at 202-224-3744 to stop the cuts to Medicaid https://t.co/46thIfYRiF",16,8
"Read about @TomCKiernan tweets in todays Cedar Rapids Gazette - Trump is so disappointing https://t.co/UzN327UqOC",16,3
"RT @TomCKiernan: Iowa reliably generates &gt;36% of its electricity using #windpower, has over 8K #windpower jobs, and over 2K well-paying",16,3
"Almost noon in Washington - call Sen. Ernst (202-224-3254) &amp; Sen. Grassley (202-224-3744) to stop age tax, https://t.co/Q8JtA9lbkE",16,3
"If you cant get through in DC, call local offices: Sen. Ernst (319-365-4504) or Sen. Grassley (319-363-6832) #SaveMedicaid #ProtectOurCare",16,8
"RT @JoeBiden: The Senate health bill isnt about health care at a wealth transfer: slashes care to fund tax cuts for the wealthy",16,1
"Weekend action: Find one person or more not on social media who will call &amp; speak up to stop proposed Medicaid cuts, age tax, tax giveaways",16,3
"RT @thinkprogress: New poll shows majority of Americans are unaware Trumpcare slashes Medicaid https://t.co/THwM3thg4m",16,3
"Call Sen. Ernst (202-224-3254) and Sen. Grassley (202-224-3744) to stop Trump-Ryan health bill that would wreak https://t.co/HsBank9dhO",16,3
"I applaud @ChazAllen2013 for reaching out to Gov. Reynolds to offer help on bipartisan effort to https://t.co/2ycdA570FG",16,3
"Keep calling Senator Ernst (202-224-3254 or 319-365-4504) to save Medicaid, stop age tax, stop Trump health care https://t.co/cXJVrhHz1t",16,3
"RT @ezraklein: Silver plan premiums for a 64-year-old  making 175% of poverty under ACA: $1,700

Under BCRA: $6,500",16,3
"RT @ezraklein: This page shows...that low-income Americans would be asked to pay higher premiums for worse health insurance ",16,3
"Keep calling and speaking up - Senator Ernst (202-224-3254 or 319-365-4504 or 515-284-4574) https://t.co/L0RqfnOPwZ",16,3
"Keep calling Senator Ernst (202-224-3254 or 319-365-4504 or 515-284-4574) #SaveMedicaid https://t.co/eMY5iqgfaa",16,3
"234,000 Iowa kids on Medicaid - keep calling Ernst (202-224-3254) &amp; Grassley (202-224-3744) https://t.co/LxvNpwnXTF",16,3
"Just called my former state senate colleague, U.S. Senator Joni Ernst, to urge her to oppose health bill, https://t.co/7cqF9KyMCB",16,3
"Hoping Iowans are safe in tonights severe weather #SafetyFirst https://t.co/Qbh6DaVM9B",16,3
"Appreciate our emergency service personnel and disaster relief workers - hope everyone is okay and can https://t.co/NEs6oEUhfO",16,3
"Thurs. June 29 just after 8 am - another day for Iowans to call Ernst (202-224-3254) &amp; Grassley (202-224-3744) to #SaveMedicaid #StopAgeTax",16,3
"Call Senator Ernst (202-224-3254) and Senator Grassley (202-224-3744) Friday, June 30, to https://t.co/6FmV719C6M",16,3
"RT @iowademocrats: Congrats to Dr. Phil Miller, the Dem candidate for HD 82 special election. Canvass shifts start tomorrow at 9am!",16,3
"Trump is so disappointing - lets show what America can do when we work together #GoodPayingJobs #HealthCareForAll #ClimateSolutionsWork",16,3
"Its been great getting to know Mike - sorry to see this, understand entirely, and hope he stays https://t.co/FlXVrVJLfL",16,0
"America is bigger and better than one person, even someone occupying the Office of President #SummerOfCitizenship #UpliftOurDemocracy",16,0
"RT @IowaSenate: @ChazAllen2013: production is incredibly important to the Newton and Iowa economy. https://t.co/iu4LoqAfTK",16,2
"More disappointment from Trump on #cleanenergy - RFS for ethanol stuck at Obama level, no increase for biodiesel https://t.co/jqxCIG9MRR",16,0
"Disappointing to lose AmeriCorps national service for state park trail maintenance - Iowa, we can do https://t.co/4gltICmPJc",16,1
"On Friday when you call Ernst &amp; Grassley, if you cant get through in DC (202-224-3121) call in-state offices #SaveMedicaid #VoteNoTrumpcare",16,7
"RT @IAFFNewsDesk: Thanks @SenatorRobHogg for signing up for #IAFFfireOps101. Good experience to see what #firefighters do each day",16,1
"RT @desmoinesdem: Grassley: 288-1145 #DSM 319-232-6657 Waterloo 563-322-4331 Davenport 712-233-1860 (SiouxCity) 712-322-7103",16,8
"RT @desmoinesdem: Ernst numbers: 515-284-4574 (#DSM) 563-322-0677 (Davenport) 712-252-1550 (SiouxCity) 712-352-1167 (CouncilBluffs)",16,7
"Invite family, friends &amp; neighbors to contact Sen. Ernst (202-224-3254) &amp; Sen. Grassley (202-224-3744) next https://t.co/Y7218AOoq9",16,3
"Getting ready to share Iowa wind power experience at #2017MLC #CSGMidwest #WindWorks #CleanEnergyJobs #ClimateSolutionsWork @AWEA",16,3
"RT @reprickhansen: Wind energy discussion led by @SenatorRobHogg with Midwestern legislators #2017MLC #windenergy https://t.co/Rnj98vcR2p",16,3
"Sen. @janet4iowa shares healthy birth initiative #2017MLC #CSGMidwest - all expecting moms should Count the https://t.co/XGFdkWhnFy",16,4
"RT @reprickhansen: The United States has an increasing maternal mortality rate #2017MLC https://t.co/bvsMDHDND2",16,7
"John Hicks: proposed health bill would be largest fiscal change between federal &amp; state governments since Medicaids creation #2017MLC",16,7
"Keep speaking up with Ernst (202-224-3254) and Grassley (202-224-3744) to #SaveMedicaid https://t.co/0DS3RWQAWZ",16,3
"Flipped another seat from red to blue - help us on the biggest political comeback in Iowa history in 2018 https://t.co/PZZScc4l4I",16,3
"And another seat flipped from red to blue - lets do it in Iowa in 2018 #Believe #LetsGetIowaGoingAgain https://t.co/nCqHVniVPn",16,3
"Keep calling, inviting others to call: Sen. Ernst (202-224-3254) &amp; Sen. Grassley (202-224-3744): Dont take away https://t.co/7Vxs9hXUct",16,1
"The importance of Medicaid for small towns and rural parts of Iowa cannot be overstated, including for https://t.co/BJPCZfJyNz",16,3
"Getting ready for Project AWARE in Charles City @cedarcoalition #CleanWater #FloodPreparedness https://t.co/SprT1YuUiv",16,3
"Proud to join Senator Joe Bolkcom and Senator David Johnson on Project AWARE on Upper Cedar #CleanWater https://t.co/oP9CHjPH7t",16,3
"Just four of the hundreds of Iowans out cleaning up the Upper Cedar with Project AWARE https://t.co/tKGe9cknGx",16,21
"Keep calling Sen. Ernst (202-224-3254) and Sen. Grassley (202-224-3744) to protect our health care, save Medicaid https://t.co/DayDS8S6ym",16,21
"When you call to #SaveMedicaid #ProtectOurHealthCare, you can try Ernst (319-365-4504) and Grassley (319-363-6832) at their local offices",16,21
"Sanders: Trump misled Iowans about his support for workers, health care for everybody https://t.co/7TwG62Gv5F",16,3
"RT @okayhenderson: #REVia @berniesanders calls health care bill &amp; attack on working",16,3
"Bernie Sanders: Asks Ernst, Grassley to vote no on Senate health bill; Medicaid cuts would take away from Iowa families #RevIA @CCIAction",16,3
"During visits to Atlantic and Creston, citizens worry about GOP bills impact on rural hospitals, nursing homes https://t.co/GyTG5MAMHG",16,3
"Keep calling Senator Ernst (202-224-3254), Grassley (202-224-3744) to protect Medicaid, our health care safety net https://t.co/6dRShwzdYq",16,3
"Honored to join @swalker06, other Linn County supervisors as they adopt #WeAreStillIn resolution to https://t.co/RHrvSTKmzE",16,3
"Iowa @350 presents Linn County Supervisor @brentoleson and whole board Sunny Award for resolution to https://t.co/obKqJ3P1Nk",16,0
"Thanks to Mark Weldon for sharing @PepsiCo performance with purpose climate goals &amp; results as Linn County https://t.co/wak5mDyLLf",16,3
"Businesses (like PepsiCo), cities and counties (like Linn County, Iowa) are leading with climate https://t.co/oy7cs2OPLV",16,0
"As Linn County embraces #ParisAgreement, thanks, too, to PepsiCo and Quaker Oats #ActOnClimate #ClimateSolutionsWork https://t.co/DN71mfxb5G",16,7
"Keep calling Ernst (202-224-3254), Grassley (202-224-3744), and join me Tuesday, July 18, 6 pm, Greene Square in https://t.co/Vu7GX7kDI6",16,7
"RT @NateBoulton: .@KimReynoldsIA: Call on @chuckgrassley and @joniernst to vote NO on this health care bill that will rip away health",16,3
"Lets #SaveMedicaid #ExpandHealthCare - join me Tuesday, July 18, 6 pm, Greene Square Park in downtown Cedar Rapids #SummerOfCitizenship",16,7
"Call Ernst (202-224-3254) &amp; Grassley (202-224-3744) &amp; join me at 6 pm, Greene Square, Cedar Rapids - dont cut or https://t.co/QEoYq8S9HC",16,7
"Call Ernst (202-224-3254) and Grassley (202-224-3744) - Trump promised to save Medicaid, health care for everybody https://t.co/ZzQ3Q7w641",16,3
"@SimonRadio1776 Dont cut taxes, as they are proposing, make it a priority",16,3
"Estimated 250,000 Iowans would lose insurance under GOP health plan - thats not what Trump promised #SaveMedicaid https://t.co/cIDhP1w3NY",16,3
"Call Ernst (202-224-3254) &amp; Grassley (202-224-3744): Trump promised health care for everybody, no cuts to Medicaid https://t.co/l8mzSrnZhD",16,3
"@SimonRadio1776 Thank you - heres another article on Trumps health care for everybody and other promises https://t.co/RHOWC1nuHu",16,1
"If you cant get through to Senator Ernst in DC (202-224-3254), call her Cedar Rapids office (319-365-4504) #SaveMedicaid #ExpandHealthCare",16,3
"Some Iowans at CR library speaking up against GOP health bill, in favor of Medicaid &amp; expanding health https://t.co/P6nsQJiykn",16,3
"Great to join @StaedArt and state rep candidate Tracy Ehlert tonight at Greene Square Park in CR to support https://t.co/7c6DAZV7w6",16,3
"To do list for Wednesday, July 19: (1) call Senator Ernst (202-224-3254) to #ProtectOurCare and (2) https://t.co/ERIVxuGsjp",16,3
"RT @CathyGlasson: Cedar Rapids healthcare activists didnt let rain stand in their way! Iowans need universal healthcare.",16,3
"Off to Dubuque for ribbon cutting for Bee Branch restoration project #HoggOnTheRoad #FloodMitigation #DisasterPreparedness #ActOnClimate",16,3
"Neighbor Audrey Morey says after floods of 1999 and 2011, the #BeeBranch project means safety #FloodMitigation",16,3
"Mayor Buol recognizes $98 million grant that helped #BeeBranch flood mitigation project - largest grant in Dubuque history #FloodMitigation",16,3
"Mark Schouten, Homeland security director for Iowa, says #BeeBranch project already stopped damage during last weeks flash flood",16,7
"Keep speaking up! On Friday, call Senator Ernst (202-224-3254) and Senator Grassley (202-224-3744) to #SaveMedicaid #ProtectOurCare",16,7
"Not too late to get tickets to Iowa Democratic Party #HallOfFame on Thursday, July 27 - call 515-244-7292 to show https://t.co/CtO7uHB44Y",16,3
"We should be uniting our country and leading the world on climate . . . instead, Trump #TrumpIsSoDisappointing #ParisAgreement #ActOnClimate",16,7
"Call Ernst (202-224-3254) &amp; Grassley (202-224-3744) again today: No repeal without repair or replacement that https://t.co/7sO62LL2vh",16,8
"Just called Ernst (202-224-3254), Grassley (202-224-3744) to urge no until repair/replacement saves Medicaid, protects Iowans health care",16,7
"RT @polkdems: This awful bill keeps coming back, but we cant let up because lives are on the line. Give our Senators a call today.",16,7
"Urge your friends, family to call Sen. Ernst (202-224-3254) &amp; Sen. Grassley (202-234-3744): #SaveMedicaid #ProtectOurCare #ExpandHealthCare",16,7
"RT @CitizenSummer: Get more informed and more involved on issues during #SummerOfCitizenship - join in &amp; speak out at water quality",16,0
"Vote was important, but only procedural; keep calling Sen. Ernst (515-284-4574) &amp; Sen. Grassley (515-288-1145) #SaveMedicaid #ProtectOurCare",16,3
"@IADemocrats Keep calling and invite your friends and family to call, too",16,3
"@dbqdems Keep calling and invite your friends and family to call, too",16,21
"Keep calling Ernst (202-224-3254) &amp; Grassley (202-224-3744) - nine Republicans voted against McConnells health https://t.co/YQ7y22w17W",16,3
"In Cedar Rapids area, call Ernst (319-365-4504) and Grassley (319-363-6832): #MentalHealthMatters https://t.co/OyybxFg7sl",16,3
"Went on home visit with great Comfort Care staff to see patient disabled by accident in 1994 today https://t.co/EdGAbK9CUn",16,3
"RT @GrundyReg: Grundy County Democrats - Iowa chairwoman Tracy Freese credits a recent $2.2 million judgment awarded to former...",16,3
"RT @aatodd122: I join these Iowa orgs and individuals to protect health care coverage and access. @SenJoniErnst @ChuckGrassley - Will you",16,3
"Ask your friends to call Ernst (202-224-3254) and Grassley (202-224-3744) to stop voting to take away health care - and call yourself, too",16,3
"RT @IAStartingLine: Great turnout for @iowademocrats Hall of Fame Dinner tonight https://t.co/05c3gSd153",16,3
"RT @mccoyforiowa: job is too big or too small for - Norm Sterzenbach, Jr. speaking about his father, 2017  Outstanding",16,7
"Thanks to Collins, McCain, Murkowski - keep calling Ernst (202-224-3254), Grassley (202-224-3744) to express disappointment #ProtectOurCare",16,3
"Norm Sterzenbach was the rock of the Linn County Democrats to the very end - thoughts and prayers for his family https://t.co/aLcvOv3GLv",16,3
"Beautiful day knocking doors to support Phil Miller in Jefferson &amp; Van Buren County https://t.co/JlIWhBkDRd",16,3
"RT @JoshHughesIA: Out supporting fellow school board-er Phil Miller today in Bloomfield! Sharing  how Dr. Miller will be an advocate for",16,3
"Great #IowaWaterQualitySummit in DeWitt, kicked off by @hart4senate - clean water investments, practices mean new https://t.co/dcf1KAVDBH",16,21
"Lots of water quality and soil health solutions that work for jobs, environment #IowaWaterQualitySummit @hart4senate https://t.co/qTzFTTbxj9",16,21
"Im back in southeast Iowa to help Phil Miller before the Aug. 8 special election - you can knock doors, make https://t.co/J56nM2mFwH",16,21
"Before Congress cuts taxes, remember this: National Debt Clock says national debt is now over $19,969,400,000,000 #FiscalResponsibility",16,7
"Its urgent - thanks to @hart4senate for bringing people together for #cleanwater solutions #IowaWaterQualitySummit https://t.co/GONVU6YgGZ",16,21
"Listening to @Abby4Iowa, @HeckrothForIowa &amp; Courtney Rowe, Democratic candidates for Congress at 1st District workshop in Independence",16,1
"Great to hear Governor candidates  @NateBoulton and @mcguireforgov firing up Iowa Democrats at 1st District workshop in Independence",16,21
"Lori Egan, a nurse, is running for Iowa House of Representatives in Allamakee and Clayton Counties https://t.co/Bc9gREQX6G",16,1
"Thanks @JoshHughesIA - new meaning to the #SummerOfCitizenship #VotePhilMiller #SupportIowaSchools https://t.co/ObbQg8XFvy",16,7
"RT @CitizenSummer: Voting today in Davis, Van Buren &amp; Jefferson Counties for Phil Miller - join in, reach out, speak up, and vote -",16,7
"Lets keep Iowan Cody Haley, his family and his fellow Marines in our thoughts and prayers #UpliftOurDemocracy https://t.co/hbqwu4O1nd",16,7
"RT @libmeyer: Phil Miller wins Jefferson County 2,792 to Harris 1,200 #IAlegis https://t.co/ifkQswZmCQ",16,6
"RT @troymprice: Congratulations Representative-Elect Phil Miller!",16,16
"Thanks @MartinOMalley - look forward to having you back in Iowa soon https://t.co/kt4uJ9UTve",16,1
"Call Rep. Rod Blum (202-225-2911, 563-557-7789, 319-364-2288): Stop voting to take away health care; expand it https://t.co/tJUFHWnWFW",16,3
"RT @IAStartingLine: To cheers, @SenatorRobHogg rips Senate Republicans for forcing taxpayers to pay $2.2 million for sexual harassment",16,7
"Great night at @iowademocrats #WingDing at historic Surf Ballroom, Clear Lake w/ Sen. Dvorsky, Sen. Ragan, US https://t.co/QzTopit1Vs",16,7
"RT @susaniniowa: Americans are not meant to fear the future, they are meant to shape the future. @JasonKander #WingDing",16,3
"RT @IAStartingLine: .@JasonKander at #WingDing dinner in Iowa: Americans are not meant to fear the future. Americans are meant to shape",16,3
"RT @LeannForIowa: Our country was founded on ideals of diversity, freedom &amp; inclusion. We will not stand for, nor tolerate hatred &amp;",16,12
"RT @JohnKasich: There is no place in America for this violence and vicious hatred coming from white nationalist, KKK &amp; neo-nazi groups. 1/",16,2
"RT @JoeBiden: There is only one side. #charlottesville",16,2
"Lets come together to stand up to Trump and reject hate, white supremacy, and violence #Charlottesville https://t.co/erVX1RC65I",16,2
"RT @JoeBiden: No. Not in America. We must be stronger, more determined and more united than ever. Racism and hate have no place here.",16,2
"Will Trump personally, publicly, clearly, and consistently condemn white supremacy? #Charlottesville https://t.co/gKmOFLcemx",16,2
"If Trump wont lead on climate, the American people will #BeInconvenient #ClimateSolutionsWork @aitruthfilm",16,2
"American workers benefit from climate action #ClimateJobs #CleanEnergyJobs #SolarWorksForIowa https://t.co/Kd17PjJZMP",16,2
"RT @HuffPost: Trumps unwillingness to directly denounce white supremacy grows conspicuous https://t.co/lmBTAetjFo https://t.co/GhZlq40sbS",16,2
"Call Ernst, Grassley, Blum &amp; Young today - #NotOnePenny more in tax cuts for millionaires, corporations #FiscalResponsibility #TaxFairness",16,7
"RT @IndivisibleCRIA: Join Indivisible and Action Iowa today at Greene Square Park #CedarRapids #notonepenny 
https://t.co/MGlH73tM11",16,7
"RT @action_iowa: #notonepenny in tax cuts for the rich and corporations @RepRodBlum we are talking to you. @IndivisibleIowa @taxmarch",16,2
"Under President Obama, we stopped the Great Recession, saved General Motors, and added 11.3 million new jobs #TrumpIsSoDisappointing",16,1
"RT @JasonKander: The President is either a white supremacist or a coward afraid of disappointing white supremacists. Either way, he is a",16,1
"Call Gov. Reynolds office today (515-281-5211) to ask for budget proposal in 2018 that avoids tuition increases  https://t.co/knX7SAz80V",16,1
"It is time for Trump and Pence to resign - at least Ryan knows that white supremacy is repulsive and contrary to https://t.co/0Cfg3bOvwk",16,5
"@hors_doeuvre Ryan should do more but his tweets are better than saying there are very fine people among the neo-Nazis",16,2
"Join me and City Manager Jeff Pomeranz this Saturday, Aug. 19, at 1:30 p.m. at McGrath Amphitheatre to take the https://t.co/gyd68jR6rD",16,6
"It is time for Trump and Pence to go #TrumpIsSoDisappointing https://t.co/Ui2Pd0AkMp",16,1
"RT @iowademocrats: From Medica - Iowans will be paying 57% more because of uncertainty created by Donald Trump &amp; his politically",16,2
"On Friday call Rod Blum (202-225-2911 or 319-364-2288) to remind him Trump promised health care for everybody #KeepSpeakingUp #SaveOurCare",16,2
"Ready to clean up Cedar Rapids with @crcitymanager, @tammywawro @2013iateachofyr and @iowasea https://t.co/JZBJAuSaDG",16,1
"Some of the bags of litter being picked up today as part of @crcitymanager one-bag challenge city cleanup - more https://t.co/1kDqPWy8kJ",16,3
"RT @deirdrebaker: Robb Hogg, Democrat from Cedar Rapids fires up local Democrats at annual picnic in Davenport https://t.co/GPbkYmYJsi",16,7
"RT @QCTpolitics: Hogg says Democrats will defend IPERS https://t.co/U3DswC52u8 https://t.co/nlGYNvyERP",16,7
"As classes start, call Gov. Reynolds (515-281-5211) to stop university budget cuts, now lowest level since https://t.co/UNPYWrfz3q",16,7
"RT @CitizenSummer: Speak up for health care - tell Congress, dont take health care away, expand it to every American as promised",16,5
"Excited to see @tylerolson running for Cedar Rapids city council at-large as reported in todays @gazettedotcom https://t.co/z8iRhp9Pr8",16,6
"Jan Laue tells Iowa Alliance for Retired Americans: Protect Social Security, Medicare &amp; Medicaid, and provide https://t.co/FRHVROJ4i6",16,6
"I was honored and privileged to attend the swearing in ceremony for new Iowa State Rep. Phil Miller (D-Fairfield) https://t.co/mav4O3gBmM",16,6
"Up to 35 inches of rain in Texas #DisasterPreparedness #ActOnClimate #RainBomb  @CNN https://t.co/k9b0nCQBUW",16,3
"Lets be ready to help out individually and as a country - after Flood of 2008, its hard to imagine what 35 https://t.co/9wG2NduovI",16,3
"RT @ksatnews: BREAKING NEWS: Hurricane Harvey is now a category 4 storm with 130 mph sustained winds and gusts of 155 mph. #Harvey",16,7
"At Political Party Live, @lilmsg14 says tuition increases create hardship for students, need state to restore university funding @uisg",16,7
"RT @mitchellreports: Wow @realDonaldTrump pardons Sheriff Arpaio who was convicted of criminal contempt for violating civil rights.",16,6
"Unprecedented Harvey - for the people &amp; our public service workers, lets support #DisasterRecovery #ActOnClimate https://t.co/niHozlJ59x",16,6
"RT @ReutersUS: MORE: #Harvey is moving up the Texas coast toward Louisiana over the next five days - National Weather Service",16,12
"Since 05: Katrina, Sandy, Harvey, floods in Iowa &amp; Colorado, California drought, deadly wildfires, etc - urgent to #ActOnClimate #Katrina12",16,7
"Be generous and keep speaking up for disaster preparedness, relief &amp; recovery, and climate action to safeguard https://t.co/qLufX9cMxI",16,7
"RT @bhannon3: Tell your Members of Congress: Condemn Trump. Say that Harvey is a climate change disaster. https://t.co/HTBTsCl1gs",16,7
"Most rain ever - please support #HelpforHouston and disaster preparedness, relief &amp; recovery, and #climate solutions https://t.co/hfhzFtS32N",16,7
"The victims, survivors of Harvey are in my thoughts and prayers - we must do more for preparedness, relief &amp; https://t.co/0qO86K3ncV",16,7
"While Harvey hits USA, worst floods to strike south Asia in years kill thousands #Preparedness #ActOnClimate https://t.co/I3mGOtZNCj",16,7
"@iowaeric Thanks for the report - had to reply, couldnt like it",16,7
"RT @bcrodriguez: My latest: #Iowa struggles to hire enough registered nurses to treat prison inmates. https://t.co/0GtXrqNEAO #ialegis",16,7
"Big win today by the #Hawkeyes - next Saturday join me and @MartinOMalley to watch the Iowa-Iowa State game at Jersey Grille in Davenport",16,7
"RT @APCentralRegion: Houston superintendent says #Harvey damage to schools means 10,000 to 12,000 students will have to study elsewhere.",16,5
"RT @NFL: This man just put the entire Chargers D on skates...

C.J. BEATHARD GOES 62 YARDS TO THE HOUSE! #LACvsSF https://t.co/cTKTmYZ4ab",16,7
"RT @USATODAY: A look at the path of #HurricaneIrma as it makes its way over the Atlantic Ocean. https://t.co/FXfWKpqLJe",16,6
"I cant attend, but you can celebrate #LaborDay today at Eagle Point Park in Clnton - Ill be at Hawkeye Downs in https://t.co/RunHsCk3YC",16,7
"Western wildfires having more impact in Cedar Rapids than recent solar eclipse #ActOnClimate",16,8
"Sandy was $70 billion disaster; Harvey may cost $180B; now #HurricaneIrma is moving toward Florida https://t.co/HpXxMhpb64",16,7
"Likely timeline for Hurricane Irma #DisasterPreparedness https://t.co/3v0WfNIRmc",16,5
"RT @business: Hurricane Irma has become the most powerful storm to form in the open Atlantic Ocean https://t.co/8cNfPJ3II7",16,8
"After $180 billion in damage from Harvey, Western wildfires, record heat &amp; Irma aiming at Florida, lets unite our country to #ActOnClimate",16,7
"RT @weatherchannel: #Hurricane #Irmas track forecast: Heres what to expect in Florida, Georgia and the Carolinas:",16,7
"My thoughts &amp; prayers with those affected by and in danger from Hurricane Irma #DisasterPreparedness #ActOnClimate 
https://t.co/Jrd88vxzcO",16,1
"RT @WCBD: 11pm Saturday Forecast Track...Hurricane Center now sticking with Cat 3 along the western FL Coast. Still major!",16,7
"RT @weatherchannel: 2 AM Update: #Irma is now a Category 4 hurricane with winds of 130 mph. Irma is located 70 miles from Key West.",16,17
"Thoughts &amp; prayers with Florida today; take action by joining @MartinOMalley at noon in North Liberty or @JeffMerkley at 1 pm in Des Moines",16,7
"Presented my book, Americas Climate Century, to @neeratanden @progressiowa corn feed in Des https://t.co/ljNkys8udC",16,17
"unite the world for a peaceful, prosperous, inclusive, and sustainable future for all #NeverForget #Flight93 https://t.co/ArJKum6rh6",16,17
"RT @TheDLCC: BREAKING: @jacobrosecrants has won the special election for the Oklahoma House in a district Trump won by 10 points!",16,7
"Call Congress today - all hands on deck to help after Harvey and Irma; dont take away health care or cut taxes https://t.co/YQjVh8z3an",16,3
"RT @AARPadvocates: AARP stands ready to work with Congress on commonsense, bipartisan solutions to improve health care.

#GrahamCassidy",16,3
"This weeks news that U.S. national debt is now over $20 trillion - this is not the time for tax cuts for https://t.co/0NylSt40rs",16,1
"RT @cnnbrk: Tropical Storm Maria forms in western Atlantic Ocean, prompting hurricane watch for areas battered by Hurricane Irma",16,1
"Urgent to call: Dont take away health care - Ernst (202-224-3254), Grassley (202-224-3744), Blum (202-225-2911) https://t.co/uGLuha5T8D",16,7
"Call Senate with this message: Dont take away health care, especially on fast-track bill. We want health care for everyone as promised.",16,3
"I called today; please call Ernst (202-224-3254) &amp; Grassley (202-224-3744) to #ProtectOurCare #ExpandAsPromised   https://t.co/Agxb7s61b6",16,1
"My thoughts and prayers are with Maria victims - lets unite for disaster relief and action to safeguard our https://t.co/Ps7W1vCMKC",16,3
"I will fight for local taxpayers - Reynolds &amp; Republicans should fulfill promise to reimburse cities https://t.co/fxNAkYTkXR via @DMRegister",16,3
"Make your plans to call Ernst (202-224-3254) and Grassley (202-224-3744) Friday to save our health care, expand https://t.co/Y3sm5LY0oz",16,3
"Roger Wolf of Iowa Soybean Association urges Iowans to come together for a 21st Century solution for clean https://t.co/IuHmgdUjHj",16,3
"RT @douglasmilesCRG: 1:28 Q4 | 2-yard TD run by Seth Semrau gives @CRWarriorFB a 21-18 lead over @JHawk_Football. 12 plays, 67 yards.",16,1
"RT @douglasmilesCRG: FINAL | @CRWarriorFB 21, @JHawk_Football 18. Washington is 3-2 overall, 1-0 in 4A District 5. Jefferson is 1-4, 0-1.",16,3
"Keep calling Ernst (202-224-3254) and Grassley (202-224-3744) to remind them that Trump promised health care for https://t.co/EeThYBXig6",16,7
"Congratulations @IowaSEA on the first re-certification elections - the reinvigoration of workplace democracy in https://t.co/wgRMOiU7UF",16,3
"RT @DMRegister: #Breaking: In first vote under new law, 13 union bargaining units overwhelmingly choose to recertify.",16,3
"Attending Iowa Harm Reduction Coalition symposium @uiowa with Sen. Kevin Kinney of Oxford and over 100 https://t.co/RloduaYyos",16,5
"Great speech by @sethmoulton calling for more green energy for the environment and jobs at the Polk County #SteakFry https://t.co/Vq29EX7rXT",16,3
"Be generous and ask Congress to help Puerto Rico #DisasterRelief #HurricaneMaria https://t.co/uXYdUQUkqY",16,8
"National debt now over $20,200,000,000,000 - focus on disaster relief &amp; recovery, no tax cuts for millionaires or corporations #NotOnePenny",16,7
"@channingdutton thank you",16,13
"Iowans, keep calling Congress to support disaster relief for Puerto Rico: Blum (202-225-2911), Ernst (202-224-3254)  https://t.co/QbUdEg8yOF",16,13
"With national debt over $20,000,000,000,000, tell Grassley (202-224-3744) etc to oppose tax cuts for https://t.co/JkL5NJ6anw",16,1
